size,cdf
161000000,1.0
162000000,1.0
163000000,1.0
164000000,1.0
165000000,1.0
166000000,1.0
167000000,1.0
168000000,1.0
169000000,1.0
170000000,1.0
171000000,1.0
172000000,1.0
173000000,1.0
174000000,1.0
175000000,1.0
176000000,1.0
177000000,1.0
178000000,1.0
179000000,1.0
180000000,1.0
181000000,1.0
182000000,1.0
183000000,1.0
184000000,1.0
185000000,1.0
186000000,1.0
187000000,1.0
188000000,1.0
189000000,1.0
190000000,1.0
191000000,1.0
192000000,1.0
193000000,1.0
194000000,1.0
195000000,1.0
196000000,1.0
197000000,1.0
198000000,1.0
199000000,1.0
200000000,1.0
201000000,1.0
202000000,1.0
203000000,1.0
204000000,1.0
205000000,1.0
206000000,1.0
207000000,1.0
208000000,1.0
209000000,1.0
210000000,1.0
211000000,1.0
212000000,1.0
213000000,1.0
214000000,1.0
215000000,1.0
216000000,1.0
217000000,1.0
218000000,1.0
219000000,1.0
220000000,1.0
221000000,1.0
222000000,1.0
223000000,1.0
224000000,1.0
225000000,1.0
226000000,1.0
227000000,1.0
228000000,1.0
229000000,1.0
230000000,1.0
231000000,1.0
232000000,1.0
233000000,1.0
234000000,1.0
235000000,1.0
236000000,1.0
237000000,1.0
238000000,1.0
239000000,1.0
240000000,1.0
241000000,1.0
242000000,1.0
243000000,1.0
244000000,1.0
245000000,1.0
246000000,1.0
247000000,1.0
248000000,1.0
249000000,1.0
250000000,1.0
251000000,1.0
252000000,1.0
253000000,1.0
254000000,1.0
255000000,1.0
256000000,1.0
257000000,1.0
258000000,1.0
259000000,1.0
260000000,1.0
261000000,1.0
262000000,1.0
263000000,1.0
264000000,1.0
265000000,1.0
266000000,1.0
267000000,1.0
268000000,1.0
269000000,1.0
270000000,1.0
271000000,1.0
272000000,1.0
273000000,1.0
274000000,1.0
275000000,1.0
276000000,1.0
277000000,1.0
278000000,1.0
279000000,1.0
280000000,1.0
281000000,1.0
282000000,1.0
283000000,1.0
284000000,1.0
285000000,1.0
286000000,1.0
287000000,1.0
288000000,1.0
289000000,1.0
290000000,1.0
291000000,1.0
292000000,1.0
293000000,1.0
294000000,1.0
295000000,1.0
296000000,1.0
297000000,1.0
298000000,1.0
299000000,1.0
300000000,1.0
301000000,1.0
302000000,1.0
303000000,1.0
304000000,1.0
305000000,1.0
